GUM,Guam,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
GTM,Guatemala,MIN,MIN,MIN,MIN,MIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN
GIN,Guinea,SIN,SIN,SIN,MIN,MIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,MIN,SIN
GNB,Guinea-Bissau,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN
GUY,Guyana,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN
HTI,Haiti,LIN,LIN,LIN,MIN,LIN,LIN,MIN,MIN,SIN,SIN,MIN,MIN,MIN,MIN,LIN,LIN
HND,Honduras,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,MIN,MIN,MIN,MIN,MIN,MIN
HKG,"Hong Kong, China",NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
HUN,Hungary,SIN,SIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN
ISL,Iceland,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
IND,India,LIN,LIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,LIN,LIN,LIN,LIN,LIN
IDN,Indonesia,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN
IRN,"Iran, Islamic Rep.",NIN,NIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN
IRQ,Iraq,NIN,NIN,NIN,NIN,NIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,NIN,NIN
IRL,Ireland,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
IMN,Isle of Man,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
ISR,Israel,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
ITA,Italy,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
JAM,Jamaica,MIN,MIN,MIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,MIN,MIN,MIN,MIN,SIN,MIN
JPN,Japan,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
JOR,Jordan,LIN,LIN,MIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN
KAZ,Kazakhstan,..,..,..,..,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,MIN,MIN,SIN
KEN,Kenya,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN
KIR,Kiribati,NIN,NIN,NIN,NIN,NIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,NIN,NIN
PRK,"Korea, Dem. Rep.",..,..,NIN,NIN,NIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,NIN,NIN
KOR,"Korea, Rep.",LIN,LIN,LIN,LIN,LIN,LIN,LIN,NIN,NIN,NIN,LIN,LIN,LIN,NIN,NIN,NIN
KWT,Kuwait,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
KGZ,Kyrgyz Republic,..,..,..,..,LIN,LIN,LIN,LIN,LIN,LIN,MIN,SIN,SIN,SIN,SIN,SIN
LAO,Lao PDR,LIN,LIN,LIN,SIN,SIN,SIN,MIN,MIN,MIN,MIN,SIN,SIN,SIN,SIN,SIN,SIN
LVA,Latvia,..,..,..,..,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,MIN,SIN,SIN
LBN,Lebanon,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,MIN,MIN,MIN,SIN,SIN,SIN
LSO,Lesotho,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN
LBR,Liberia,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,NIN,NIN,SIN,SIN,SIN,SIN,SIN
LBY,Libya,NIN,NIN,NIN,NIN,NIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,NIN,NIN
LIE,Liechtenstein,..,..,..,..,..,..,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
LTU,Lithuania,..,..,..,..,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,MIN,MIN
LUX,Luxembourg,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
MAC,"Macao, China",NIN,NIN,NIN,NIN,NIN,LIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
MDG,Madagascar,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,LIN,MIN
MWI,Malawi,SIN,SIN,SIN,MIN,MIN,MIN,MIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,MIN,SIN
MYS,Malaysia,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN
MDV,Maldives,LIN,LIN,LIN,MIN,MIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN
MLI,Mali,SIN,SIN,MIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,MIN,MIN,MIN,LIN
MLT,Malta,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,NIN,NIN,NIN,NIN,NIN,NIN
MHL,Marshall Islands,..,..,..,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
MRT,Mauritania,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,MIN,MIN
MUS,Mauritius,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,MIN,MIN,MIN,MIN,LIN,LIN,MIN
MYT,Mayotte,..,..,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
MEX,Mexico,SIN,SIN,SIN,SIN,SIN,MIN,SIN,SIN,MIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN
FSM,"Micronesia, Fed. Sts.",..,..,..,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
MDA,Moldova,..,..,..,..,LIN,LIN,LIN,LIN,LIN,LIN,MIN,MIN,MIN,SIN,MIN,MIN
MCO,Monaco,..,..,..,..,..,..,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
MNG,Mongolia,NIN,NIN,NIN,NIN,LIN,LIN,LIN,LIN,LIN,LIN,MIN,MIN,MIN,MIN,MIN,MIN
MAR,Morocco,SIN,SIN,SIN,SIN,SIN,SIN,MIN,MIN,MIN,MIN,MIN,MIN,LIN,LIN,MIN,LIN
MOZ,Mozambique,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,MIN,MIN,LIN,LIN,LIN
MMR,Myanmar,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN
NAM,Namibia,NIN,NIN,NIN,NIN,NIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,NIN,NIN
NPL,Nepal,LIN,LIN,LIN,MIN,MIN,MIN,MIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,MIN,LIN
NLD,Netherlands,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
ANT,Netherlands Antilles,NIN,NIN,NIN,NIN,NIN,LIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
NCL,New Caledonia,NIN,NIN,NIN,NIN,NIN,LIN,LIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
NZL,New Zealand,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
NIC,Nicaragua,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,LIN
NER,Niger,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,MIN,MIN
NGA,Nigeria,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,MIN
MKD,North Macedonia,..,..,..,..,..,LIN,LIN,MIN,MIN,MIN,MIN,LIN,LIN,LIN,LIN,LIN
MNP,Northern Mariana Islands,..,..,..,..,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
NOR,Norway,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
OMN,Oman,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN
PAK,Pakistan,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,SIN,SIN,SIN,MIN,MIN
PLW,Palau,..,..,..,..,..,..,..,..,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
PAN,Panama,LIN,LIN,LIN,SIN,SIN,SIN,SIN,SIN,MIN,MIN,MIN,MIN,MIN,SIN,SIN,SIN
PNG,Papua New Guinea,LIN,LIN,LIN,MIN,MIN,MIN,MIN,MIN,LIN,LIN,MIN,MIN,MIN,MIN,SIN,MIN
PRY,Paraguay,MIN,MIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,MIN
PER,Peru,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN
PHL,Philippines,SIN,SIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN
POL,Poland,SIN,SIN,SIN,SIN,SIN,SIN,SIN,MIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,MIN
PRT,Portugal,LIN,LIN,LIN,LIN,LIN,LIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
PRI,Puerto Rico,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
QAT,Qatar,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
ROU,Romania,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN
RUS,Russian Federation,..,..,..,..,MIN,MIN,MIN,MIN,LIN,LIN,MIN,MIN,MIN,MIN,MIN,MIN
RWA,Rwanda,LIN,LIN,MIN,MIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN
WSM,Samoa,LIN,LIN,LIN,LIN,LIN,MIN,MIN,MIN,LIN,LIN,MIN,MIN,MIN,MIN,MIN,SIN
SMR,San Marino,..,..,..,NIN,NIN,NIN,..,..,..,..,..,..,NIN,NIN,NIN,NIN
STP,São Tomé and Príncipe,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN
SAU,Saudi Arabia,NIN,NIN,NIN,NIN,NIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,NIN,NIN
SEN,Senegal,SIN,SIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,LIN
YUG,Serbia and Montenegro,..,..,..,..,..,LIN,LIN,NIN,NIN,NIN,LIN,LIN,LIN,SIN,SIN,SIN
SYC,Seychelles,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,SIN
SLE,Sierra Leone,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN
SGP,Singapore,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
SVK,Slovak Republic,..,..,..,..,..,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,MIN,MIN,MIN
SVN,Slovenia,..,..,..,..,..,LIN,LIN,LIN,LIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
SLB,Solomon Islands,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,MIN
SOM,"Somalia, Fed. Rep.",SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN
ZAF,South Africa,NIN,NIN,NIN,NIN,NIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN
ESP,Spain,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
LKA,Sri Lanka,MIN,MIN,MIN,MIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,MIN,MIN
KNA,St. Kitts and Nevis,NIN,NIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,MIN,MIN,SIN
LCA,St. Lucia,NIN,NIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,MIN,MIN
VCT,St. Vincent and the Grenadines,LIN,LIN,LIN,LIN,LIN,LIN,LIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN
SDN,Sudan,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN
SUR,Suriname,NIN,NIN,NIN,NIN,NIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,NIN,NIN
SWE,Sweden,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
CHE,Switzerland,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
SYR,Syrian Arab Republic,MIN,MIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN
TWN,"Taiwan, China",NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
TJK,Tajikistan,..,..,..,..,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,SIN,SIN,SIN,SIN
TZA,Tanzania,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,MIN,LIN,LIN
THA,Thailand,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,LIN
TLS,Timor-Leste,..,..,..,..,..,..,..,..,..,..,..,..,..,NIN,NIN,NIN
